Org_Identifier,Org_FormalName,Project_Identifier,Project_Name,Project_QAPPApproved,Project_QAPPApprovalAgency,ProjectAttachment_FileName,ProjectAttachment_FileType,Location_Identifier,Location_Name,Location_Type,Location_Description,Location_State,Location_CountryName,Location_CountyName,Location_CountryCode,Location_StatePostalCode,Location_CountyCode,Location_HUCEightDigitCode,Location_HUCTwelveDigitCode,Location_TribalLandIndicator,Location_TribalLand,Location_Latitude,Location_Longitude,Location_HorzCoordReferenceSystemDatum,Location_LatitudeStandardized,Location_LongitudeStandardized,Location_HorzCoordStandardizedDatum,AlternateLocation_IdentifierCount,Activity_ActivityIdentifier,Activity_ActivityIdentifierUserSupplied,Activity_TypeCode,Activity_Media,Activity_MediaSubdivision,Activity_BottomDepthSamplingComponent,ActivityBiological_AssemblageSampled,ActivityBiological_ToxicityTestType,Activity_ConductingOrganization,Activity_Comment,ActivityLocation_Latitude,ActivityLocation_Longitude,ActivityLocation_HorzCoordReferenceSystemDatum,ActivityLocation_SourceMapScale,ActivityLocation_LatitudeStandardized,ActivityLocation_LongitudeStandardized,ActivityLocation_HorzCoordStandardizedDatum,ActivityLocation_HorzAccuracyMeasure,ActivityLocation_HorzAccuracyMeasureUnit,ActivityLocation_HorizontalAccuracyHorzCollectionMethod,ActivityLocation_Description,Activity_StartDate,Activity_StartTime,Activity_StartTimeZone,Activity_EndDate,Activity_EndTime,Activity_EndTimeZone,Activity_DepthHeightMeasure,Activity_DepthHeightMeasureUnit,Activity_BottomDepthAltitudeReferencePoint,Activity_ActivityRelativeDepth,Activity_TopDepthMeasure,Activity_TopDepthMeasureUnit,Activity_BottomDepthMeasure,Activity_BottomDepthMeasureUnit,SampleCollectionMethod_Identifier,SampleCollectionMethod_IdentifierContext,SampleCollectionMethod_Name,SampleCollectionMethod_QualifierTypeName,SampleCollectionMethod_Description,SampleCollectionMethod_EquipmentName,SampleCollectionMethod_EquipmentComment,SamplePrepMethod_Identifier,SamplePrepMethod_IdentifierContext,SamplePrepMethod_Name,SamplePrepMethod_QualifierType,SamplePrepMethod_Description,SamplePrepMethod_ContainerLabel,SamplePrepMethod_ContainerType,SamplePrepMethod_ContainerColor,SamplePrepMethod_ChemicalPreservativeUsed,SamplePrepMethod_ThermalPreservativeUsed,SamplePrepMethod_TransportStorageDescription,Activity_HydrologicCondition,Activity_HydrologicEvent,ActivityAttachment_FileName,ActivityAttachment_FileType,ActivityAttachment_FileDownload,Result_DataLoggerLine,Result_ResultDetectionCondition,Result_Characteristic,Result_CharacteristicUserSupplied,Result_CASNumber,Result_MethodSpeciation,Result_SampleFraction,ResultBiological_Intent,ResultBiological_IndividualIdentifier,ResultBiological_Taxon,ResultBiological_TaxonUserSupplied,ResultBiological_TaxonUserSuppliedReference,ResultBiological_UnidentifiedSpeciesIdentifier,ResultBiological_SampleTissueAnatomy,ResultBiological_GroupSummaryCount,GroupSummaryWeight_Measure,GroupSummaryWeight_MeasureUnit,ResultDepthHeight_Measure,ResultDepthHeight_MeasureUnit,ResultDepthHeight_AltitudeReferencePoint,ResultDepthHeight_SamplingPointName,ResultDepthHeight_SamplingPointType,ResultDepthHeight_SamplingPointPlaceInSeries,ResultDepthHeight_SamplingPointComment,ResultDepthHeight_RecordIdentifierUserSupplied,Result_MeasureIdentifier,Result_Measure,Result_MeasureUnit,Result_MeasureQualifierCode,Result_MeasureStatusIdentifier,Result_StatisticalBase,Result_StatisticalNValue,Result_MeasureType,Result_WeightBasis,Result_TimeBasis,Result_MeasureTemperatureBasis,Result_MeasureParticleSizeBasis,DataQuality_PrecisionValue,DataQuality_BiasValue,DataQuality_ConfidenceIntervalValue,DataQuality_UpperConfidenceLimitValue,DataQuality_LowerConfidenceLimitValue,DataQuality_ResultComment,DetectionLimit_TypeA,DetectionLimit_MeasureA,DetectionLimit_MeasureUnitA,DetectionLimit_CommentA,DetectionLimit_TypeB,DetectionLimit_MeasureB,DetectionLimit_MeasureUnitB,DetectionLimit_CommentB,LabInfo_LabSampleSplitRatio,LabInfo_LabAccreditationIndicator,LabInfo_LabAccreditationAuthority,LabInfo_TaxonAccreditationIndicator,LabInfo_TaxonAccreditationAuthority,ResultAnalyticalMethod_Identifier,ResultAnalyticalMethod_IdentifierContext,ResultAnalyticalMethod_Name,ResultAnalyticalMethod_QualifierType,ResultAnalyticalMethod_Description,Result_ComparableMethodIdentifier,Result_ComparableMethodIdentifierContext,Result_ComparableMethodModification,LabInfo_Name,LabInfo_AnalysisStartDate,LabInfo_AnalysisStartTime,LabInfo_AnalysisStartTimeZone,LabInfo_AnalysisEndDate,LabInfo_AnalysisEndTime,LabInfo_AnalysisEndTimeZone,LabInfo_LaboratoryComment,LabSamplePrepMethod_Identifier,LabSamplePrepMethod_IdentifierContext,LabSamplePrepMethod_Name,LabSamplePrepMethod_QualifierType,LabSamplePrepMethod_Description,LabSamplePrepMethod_StartDate,LabSamplePrepMethod_StartTime,LabSamplePrepMethod_StartTimeZone,LabSamplePrepMethod_EndDate,LabSamplePrepMethod_EndTime,LabSamplePrepMethod_EndTimeZone,LabSamplePrepMethod_DilutionFactor,ResultAttachment_FileName,ResultAttachment_FileType,ResultAttachment_FileDownload,ProviderName,Result_CharacteristicComparable,Result_CharacteristicGroup,Org_Type,LastChangeDate,USGSpcode,USGSSampleAquifer,FullCharacteristicName,Acute,Chronic
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07124000,"ARKANSAS RIVER AT LAS ANIMAS, CO.",Stream,,Colorado,United States of America,Bent County,US,CO,,11020009.0,110200090701.0,,,38.0808399380209,-103.219652257512,NAD83,38.0808399380209,-103.219652257512,NAD83,,316636fa-4424-433b-88d6-1c182f8092b1,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2009-08-25,12:45:00,MDT,,,,,,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,ba38ae29-d916-4b26-a2f1-3552dcbbe122,2090.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07133000,"ARKANSAS RIVER AT LAMAR, CO",Stream,,Colorado,United States of America,Prowers County,US,CO,,11020009.0,110200091406.0,,,38.1057916666667,-102.618205555556,NAD83,38.1057916666667,-102.618205555556,NAD83,,bc2ed6d2-1694-4dc6-8c0c-3ec58403c25f,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1993-11-08,16:20:00,MST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,4c7adf71-2146-4b05-b31c-b585c7ff7878,4340.0,uS/cm,,Historical,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000034100""]",,,,,,USGS-07134180,"ARKANSAS RIVER NEAR GRANADA, CO.",Stream,,Colorado,United States of America,Prowers County,US,CO,,11020009.0,110200091505.0,,,38.0955649247054,-102.310745257598,NAD83,38.0955649247054,-102.310745257598,NAD83,,b15d2692-f023-4d1f-a66a-d47014d82c4c,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2018-04-03,15:20:00,MDT,,,,,,,,,,,,15.0,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)",Open-mouth bottle,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,5a5892b2-4ce4-4a69-a590-3b12950e9077,3040.0,uS/cm,,Provisional,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""858200449""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,544aa1f2-a003-4e4f-a18f-80324280f109,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2011-07-07,13:15:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,791f7771-04c4-4459-9802-199e48f2786f,885.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000044900""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,598ddb8d-63af-49b7-a2d1-7a943ff12912,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2016-08-20,11:25:00,MDT,,,,,,,,,,,,4030.0,USDOI/USGS,Suction-lift pumping,,Pump - negative displacement: Suction-lift pumping,"Sampler, point, automatic",,,,,,,,,,,,,"Stable, high stage",Storm,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,2b238fca-1ff5-4f15-9715-ee30f9024395,808.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,Lower Reporting Limit,1.0,uS/cm,Quantitation limit value of the specified type,,,,,,,,,,,,,,"USGS-Iowa District Sediment Lab, Iowa City, IA",2016-11-18,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,90095.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381647104475300,PUEBLO RESERVOIR SITE 4B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2797249553399,-104.798590966035,NAD83,38.2797249553399,-104.798590966035,NAD83,,12ca7d10-0f34-4181-8e9d-965216218dbb,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2006-08-02,12:28:00,MDT,,,,24.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,54cf1634-c7aa-4dc8-aaa0-29a33ffe2e27,359.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,a536e066-d37b-4572-bd01-f8cd92ec8903,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1993-06-24,12:14:00,MDT,,,,39.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,d975da33-0cfa-426b-a12e-9daecedbcb72,235.0,uS/cm,,Historical,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""460800342""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,635b7113-e206-4bb0-b6f2-4a5c607eb706,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,1992-06-05,14:00:00,MDT,,,,,,,,,,,,8010.0,USDOI/USGS,Other,,Point / Grab: Other,Other,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,028295eb-6546-4994-ba73-b4094cb4afcb,1030.0,uS/cm,,Historical,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,983c6f72-05ec-4a91-a2f0-41cbce0035bf,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-05-16,07:50:00,MDT,,,,30.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,7901f759-4675-446e-a22c-1466fe6e0efa,371.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,SC001,USDOI/USGS,Specific conductance sensor,,"DESCRIPTION: Specific electrical conductance, field, contacting-type sensor; CITATION(S): U.S. Geological Survey, [variously dated], Specific electrical conductance, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.3, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| USGS | I-1780-77",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""85820034A""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,d4fdeb1c-3c51-4cb8-900b-23d7fcb4e928,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,L-2700060 Station Name includes Bottom,,,,,,,,,,,,2008-09-25,13:15:00,MDT,,,,57.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,Double-valve bailer,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,a7b8797f-7124-445c-a737-9dfb943875d0,373.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-07128500,"PURGATOIRE RIVER NEAR LAS ANIMAS, CO",Stream,,Colorado,United States of America,Bent County,US,CO,,11020010.0,110200101904.0,,,38.0342222222222,-103.201416666667,NAD83,38.0342222222222,-103.201416666667,NAD83,,6c404735-e437-47ca-be09-1d7d66ded11f,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2005-01-11,10:30:00,MST,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,a7b72468-2554-49b8-8547-ae1f8eaed028,3260.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,90095.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000044900""]",,,,,,USGS-07106500,"FOUNTAIN CREEK AT PUEBLO, CO.",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020003.0,110200030407.0,,,38.2877801274775,-104.601084903374,NAD83,38.2877801274775,-104.601084903374,NAD83,,45a3af4c-163c-4304-b2d8-98b60568e54e,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2012-01-03,14:35:00,MST,,,,,,,,,,,,15.0,USDOI/USGS,"EWT, multiple verticals",,"Depth-integrated: 10 or more equal-width verticals, non-isokinetic transit rate limited by velocity (EWT)",US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,6efdeacf-0576-4034-8f60-8ddc8d45ff27,1230.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381602104435200,PUEBLO RESERVOIR SITE 7B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2672250492577,-104.73164460138,NAD83,38.2672250492577,-104.73164460138,NAD83,,b35f309b-2c36-4cc5-86d9-b1972ca0922e,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1998-08-07,09:04:00,MDT,,,,9.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,a303f64f-3202-433f-ba90-b91604a27aca,350.0,uS/cm,,Historical,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-07099971,"ARKANSAS RIVER BELOW MOFFAT STREET AT PUEBLO, CO",Stream,,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020905.0,,,38.253275,-104.60287777777778,NAD83,38.253275,-104.60287777777778,NAD83,,eb61e357-b8ed-44eb-acb2-ff39f3517675,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey,,,,,,,,,,,,,2017-02-01,11:15:00,MST,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,c9fa8231-eca3-43a7-b069-305aff170890,757.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,SC001,USDOI/USGS,Specific conductance sensor,,"DESCRIPTION: Specific electrical conductance, field, contacting-type sensor; CITATION(S): U.S. Geological Survey, [variously dated], Specific electrical conductance, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.3, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| USGS | I-1780-77",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""460800341""]",,,,,,USGS-07124000,"ARKANSAS RIVER AT LAS ANIMAS, CO.",Stream,,Colorado,United States of America,Bent County,US,CO,,11020009.0,110200090701.0,,,38.0808399380209,-103.219652257512,NAD83,38.0808399380209,-103.219652257512,NAD83,,d3222410-fb1b-436e-b63f-42f44b8d9220,,"Sample - Routine, unspecified",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2000-06-08,06:20:00,MDT,,,,,,,,,,,,10.0,USDOI/USGS,EWI,,Depth-integrated: Equal-width-increment (EWI),US DH-81,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius, laboratory",,,Unfiltered,,,,,,,,,,,,,,,,,,,562572ff-1097-42fe-9f31-7f60669ab56c,1520.0,uS/cm,,Historical,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,90095.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,081b07bb-6234-4dd0-b9f3-37c6424f1add,,"Profile, vertical",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2022-05-18,09:35:00,MDT,,,,12.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, normal stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,e6b50610-45f8-4a52-ba39-a5792c84b100,430.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,SC001,USDOI/USGS,Specific conductance sensor,,"DESCRIPTION: Specific electrical conductance, field, contacting-type sensor; CITATION(S): U.S. Geological Survey, [variously dated], Specific electrical conductance, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.3, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| USGS | I-1780-77",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS""]",,,,,,USGS-381647104475300,PUEBLO RESERVOIR SITE 4B,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2797249553399,-104.798590966035,NAD83,38.2797249553399,-104.798590966035,NAD83,,c6e55883-c540-412b-87c1-aa55b4c1892d,,"Sample - Routine, unspecified",Water,Surface water,,,,,,,,,,,,,,,,,1996-09-24,10:32:00,MDT,,,,36.0,ft,,,,,,,,,,,,,,,,,,,,,,,,,Not determined,Not Determined (historical),,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,1558e111-487a-4157-a8c9-a65ed967c447,373.0,uS/cm,,Historical,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
USGS,U.S. Geological Survey,"[""USGS"",""000034A00""]",,,,,,USGS-381559104465500,PUEBLO RESERVOIR SITE 5C,"Lake, Reservoir, Impoundment",,Colorado,United States of America,Pueblo County,US,CO,,11020002.0,110200020805.0,,,38.2663917997302,-104.782479503373,NAD83,38.2663917997302,-104.782479503373,NAD83,,8d7b2734-3682-4683-b7ed-9847bad7ee68,,"Sample - Routine, regular",Water,Surface water,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,2017-08-15,12:17:00,MDT,,,,3.0,ft,,,,,,,50.0,USDOI/USGS,Point sample,,Point / Grab: Point sample,,,,,,,,,,,,,,"Stable, high stage",Routine sample,,,,,,Specific conductance,"Specific conductance, water, unfiltered, normalized to 25 degrees Celsius",,,Unfiltered,,,,,,,,,,,,,,,,,,,024f5190-a048-43df-b595-ca781f40f82c,321.0,uS/cm,,Accepted,,,Actual,,,25 Deg C,,,,,,,,,,,,,,,,,,,,,SC001,USDOI/USGS,Specific conductance sensor,,"DESCRIPTION: Specific electrical conductance, field, contacting-type sensor; CITATION(S): U.S. Geological Survey, [variously dated], Specific electrical conductance, in National field manual for the collection of water-quality data: U.S. Geological Survey Techniques of Water-Resources Investigations, book 9, chap. A6.3, available online at https://www.usgs.gov/mission-areas/water-resources/science/national-field-manual-collection-water-quality-data-nfm. |<--->| USGS | I-1780-77",,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,,,,,,,,,,,,,,,,,USGS,,Physical,Federal/US Government,2025-04-21,95.0,,Unfiltered Specific conductance,,
